5	0	-8.302345	41.235897
5	1	-8.302326	41.235893
5	2	-8.302307	41.23589
5	3	-8.302288	41.23588
5	4	-8.302269	41.235878
5	5	-8.302251	41.235874
5	6	-8.302232	41.23587
5	7	-8.302213	41.235867
5	8	-8.302194	41.235863
5	9	-8.302175	41.235855
5	10	-8.3021555	41.23585
5	11	-8.302137	41.235847
5	12	-8.302118	41.235844
5	13	-8.302099	41.23584
5	14	-8.30208	41.235836
5	15	-8.302061	41.23583
5	16	-8.302043	41.235825
5	17	-8.302024	41.23582
5	18	-8.302005	41.235817
5	19	-8.301986	41.235813
5	20	-8.301967	41.23581
5	21	-8.301949	41.2358
5	22	-8.301929	41.235798
5	23	-8.30191	41.235794
5	24	-8.301891	41.23579
5	25	-8.301872	41.235786
5	26	-8.301853	41.235783
5	27	-8.301835	41.235775
5	28	-8.301816	41.23577
5	29	-8.301797	41.235767
5	30	-8.301778	41.235764
5	31	-8.301759	41.23576
5	32	-8.301741	41.235756
5	33	-8.301722	41.23575
5	34	-8.3017025	41.235744
5	35	-8.301683	41.23574
5	36	-8.301664	41.235737
5	37	-8.301645	41.235733
5	38	-8.301627	41.23573
5	39	-8.301608	41.23572
5	40	-8.301589	41.235718
5	41	-8.30157	41.235714
5	42	-8.301551	41.23571
5	43	-8.301533	41.235706
5	44	-8.301514	41.235703
5	45	-8.301495	41.235695
5	46	-8.301476	41.23569
5	47	-8.301456	41.235687
5	48	-8.301438	41.235683
5	49	-8.301419	41.23568
5	50	-8.3014	41.235676
5	51	-8.301381	41.23567
5	52	-8.301362	41.235664
5	53	-8.301343	41.23566
5	54	-8.301325	41.235657
5	55	-8.301306	41.235653
5	56	-8.301287	41.23565
5	57	-8.301268	41.23564
5	58	-8.301249	41.235638
5	59	-8.30123	41.235634
5	60	-8.301211	41.23563
5	61	-8.301192	41.235626
5	62	-8.301173	41.235622
5	63	-8.301154	41.23562
5	64	-8.301135	41.23561
5	65	-8.301117	41.235607
5	66	-8.301098	41.235603
5	67	-8.301079	41.2356
5	68	-8.30106	41.235596
5	69	-8.301041	41.23559
5	70	-8.301023	41.235584
5	71	-8.301003	41.23558
5	72	-8.300984	41.235577
5	73	-8.300965	41.235573
5	74	-8.300946	41.23557
5	75	-8.300928	41.235565
5	76	-8.300909	41.235558
5	77	-8.30089	41.235554
5	78	-8.300871	41.23555
5	79	-8.300852	41.235546
5	80	-8.300833	41.235542
5	81	-8.300815	41.23554
5	82	-8.300796	41.23553
5	83	-8.3007765	41.235527
5	84	-8.300757	41.235523
5	85	-8.300738	41.23552
5	86	-8.30072	41.235516
5	87	-8.300701	41.23551
5	88	-8.300682	41.235504
5	89	-8.300663	41.2355
5	90	-8.300644	41.235497
5	91	-8.300626	41.235493
5	92	-8.300607	41.23549
5	93	-8.300588	41.235485
5	94	-8.300569	41.235477
5	95	-8.3005495	41.235474
5	96	-8.30053	41.23547
5	97	-8.300512	41.235466
5	98	-8.300493	41.235462
5	99	-8.303238	41.23611
5	100	-8.30322	41.236107
5	101	-8.303201	41.236103
5	102	-8.303182	41.2361
5	103	-8.303163	41.23609
5	104	-8.3031435	41.236088
5	105	-8.303125	41.236084
5	106	-8.303106	41.23608
5	107	-8.303087	41.236076
5	108	-8.303068	41.23607
5	109	-8.303049	41.236065
5	110	-8.303031	41.23606
5	111	-8.303012	41.236057
5	112	-8.302993	41.236053
5	113	-8.302974	41.236046
5	114	-8.302955	41.236042
5	115	-8.302937	41.23604
5	116	-8.3029175	41.236034
5	117	-8.302898	41.23603
5	118	-8.302879	41.236027
5	119	-8.30286	41.23602
5	120	-8.302842	41.236015
5	121	-8.302823	41.23601
5	122	-8.302804	41.236008
5	123	-8.302785	41.236004
5	124	-8.302767	41.235996
5	125	-8.302748	41.235992
5	126	-8.302729	41.23599
5	127	-8.30271	41.235985
5	128	-8.3026905	41.23598
5	129	-8.302672	41.235973
5	130	-8.302653	41.23597
5	131	-8.302634	41.235966
5	132	-8.302615	41.235962
5	133	-8.302596	41.23596
5	134	-8.302578	41.235954
5	135	-8.302559	41.235947
5	136	-8.30254	41.235943
5	137	-8.302521	41.23594
5	138	-8.302502	41.235935
5	139	-8.302484	41.23593
5	140	-8.3024645	41.235924
5	141	-8.302445	41.23592
5	142	-8.302426	41.235916
5	143	-8.302407	41.235912
5	144	-8.302389	41.23591
5	145	-8.30237	41.2359
5	146	-8.302351	41.235897
5	147	-8.304915	41.236557
5	148	-8.304897	41.236553
5	149	-8.304878	41.23655
5	150	-8.304859	41.236546
5	151	-8.304841	41.236538
5	152	-8.304822	41.236534
5	153	-8.304804	41.23653
5	154	-8.304785	41.236523
5	155	-8.304766	41.23652
5	156	-8.304748	41.236515
5	157	-8.3047285	41.236507
5	158	-8.304709	41.236504
5	159	-8.304691	41.2365
5	160	-8.304672	41.236492
5	161	-8.304653	41.23649
5	162	-8.304635	41.236485
5	163	-8.304616	41.23648
5	164	-8.304597	41.236473
5	165	-8.304579	41.23647
5	166	-8.30456	41.236465
5	167	-8.304541	41.236458
5	168	-8.3045225	41.236454
5	169	-8.304503	41.23645
5	170	-8.304484	41.236443
5	171	-8.304466	41.23644
5	172	-8.304447	41.236435
5	173	-8.304429	41.236427
5	174	-8.30441	41.236423
5	175	-8.304391	41.23642
5	176	-8.304373	41.236412
5	177	-8.304354	41.23641
5	178	-8.304335	41.236404
5	179	-8.3043165	41.2364
5	180	-8.304297	41.236393
5	181	-8.304278	41.23639
5	182	-8.30426	41.236385
5	183	-8.304241	41.236378
5	184	-8.304222	41.236374
5	185	-8.304204	41.23637
5	186	-8.304185	41.236362
5	187	-8.304166	41.23636
5	188	-8.304148	41.236355
5	189	-8.304129	41.236347
5	190	-8.304111	41.236343
5	191	-8.304091	41.23634
5	192	-8.304072	41.236332
5	193	-8.304054	41.23633
5	194	-8.304035	41.236324
5	195	-8.304016	41.23632
5	196	-8.303998	41.236313
5	197	-8.303979	41.23631
5	198	-8.30396	41.236305
5	199	-8.303942	41.236298
5	200	-8.303923	41.236294
5	201	-8.303904	41.23629
5	202	-8.303885	41.236282
5	203	-8.303866	41.23628
5	204	-8.303847	41.236275
5	205	-8.303829	41.236267
5	206	-8.30381	41.236263
5	207	-8.303792	41.23626
5	208	-8.303773	41.236256
5	209	-8.303754	41.236248
5	210	-8.303736	41.236244
5	211	-8.303717	41.23624
5	212	-8.303698	41.236233
5	213	-8.303679	41.23623
5	214	-8.30366	41.236225
5	215	-8.303641	41.236217
5	216	-8.303623	41.236214
5	217	-8.303604	41.23621
5	218	-8.303585	41.236202
5	219	-8.303567	41.2362
5	220	-8.303548	41.236195
5	221	-8.303529	41.236187
5	222	-8.303511	41.236183
5	223	-8.303492	41.23618
5	224	-8.303473	41.236176
5	225	-8.303454	41.236168
5	226	-8.303435	41.236164
5	227	-8.303417	41.23616
5	228	-8.303398	41.236153
5	229	-8.303379	41.23615
5	230	-8.303361	41.236145
5	231	-8.303342	41.236137
5	232	-8.303323	41.236134
5	233	-8.303305	41.23613
5	234	-8.303286	41.236122
5	235	-8.303267	41.23612
5	236	-8.303248	41.236115
5	237	-8.305411	41.23669
5	238	-8.305392	41.236687
5	239	-8.305373	41.236683
5	240	-8.305355	41.236675
5	241	-8.305336	41.23667
5	242	-8.305318	41.236668
5	243	-8.305299	41.23666
5	244	-8.30528	41.236656
5	245	-8.305262	41.236652
5	246	-8.305243	41.236645
5	247	-8.305223	41.23664
5	248	-8.305205	41.236637
5	249	-8.305186	41.23663
5	250	-8.305167	41.236626
5	251	-8.305149	41.23662
5	252	-8.30513	41.236618
5	253	-8.305111	41.23661
5	254	-8.305093	41.236607
5	255	-8.305074	41.236603
5	256	-8.305056	41.236595
5	257	-8.305037	41.23659
5	258	-8.305017	41.236588
5	259	-8.304999	41.23658
5	260	-8.30498	41.236576
5	261	-8.304961	41.236572
5	262	-8.304943	41.236565
5	263	-8.304924	41.23656
5	264	-8.305411	41.23669
5	265	-8.305422	41.236675
5	266	-8.305432	41.23666
5	267	-8.305444	41.236645
5	268	-8.305454	41.236633
5	269	-8.305465	41.236618
5	270	-8.305476	41.236603
5	271	-8.305487	41.236588
5	272	-8.305497	41.236572
5	273	-8.305508	41.236557
5	274	-8.305519	41.23654
5	275	-8.30553	41.236526
5	276	-8.30554	41.23651
5	277	-8.305552	41.236496
5	278	-8.305562	41.23648
5	279	-8.3055725	41.236465
5	280	-8.305584	41.23645
5	281	-8.305594	41.236435
5	282	-8.305605	41.236423
5	283	-8.305615	41.23641
5	284	-8.305627	41.236393
5	285	-8.305637	41.236378
5	286	-8.305648	41.236362
5	287	-8.305659	41.236347
5	288	-8.30567	41.236332
5	289	-8.30568	41.236317
5	290	-8.305691	41.2363
5	291	-8.305702	41.236286
5	292	-8.305713	41.23627
5	293	-8.305723	41.236256
5	294	-8.305735	41.23624
5	295	-8.305745	41.236225
5	296	-8.305756	41.23621
5	297	-8.305767	41.2362
5	298	-8.305778	41.236183
5	299	-8.305788	41.236168
5	300	-8.305799	41.236153
5	301	-8.30581	41.236137
5	302	-8.30582	41.236122
5	303	-8.305831	41.236107
5	304	-8.305842	41.23609
5	305	-8.305853	41.236076
5	306	-8.305863	41.23606
5	307	-8.305875	41.236046
5	308	-8.305885	41.23603
5	309	-8.305896	41.236015
5	310	-8.305906	41.236
5	311	-8.305918	41.23599
5	312	-8.305928	41.235973
5	313	-8.305939	41.23596
5	314	-8.30595	41.235943
5	315	-8.305961	41.235928
5	316	-8.305971	41.235912
5	317	-8.305983	41.235897
5	318	-8.305993	41.23588
5	319	-8.306004	41.235867
5	320	-8.306014	41.23585
5	321	-8.3060255	41.235836
5	322	-8.306036	41.23582
5	323	-8.3060465	41.235806
5	324	-8.306058	41.23579
5	325	-8.306068	41.235775
5	326	-8.306079	41.235764
5	327	-8.30609	41.23575
5	328	-8.306101	41.235733
5	329	-8.306111	41.235718
5	330	-8.306122	41.235703
5	331	-8.306133	41.235687
5	332	-8.306144	41.235672
5	333	-8.306154	41.235657
5	334	-8.306166	41.23564
5	335	-8.306176	41.235626
5	336	-8.306187	41.23561
5	337	-8.306197	41.235596
5	338	-8.306209	41.23558
5	339	-8.306219	41.235565
5	340	-8.30623	41.235554
5	341	-8.306241	41.23554
5	342	-8.306252	41.235523
5	343	-8.306262	41.235508
5	344	-8.306273	41.235493
5	345	-8.306284	41.235477
5	346	-8.306294	41.235462
5	347	-8.306305	41.235447
5	348	-8.306316	41.23543
5	349	-8.306327	41.235416
5	350	-8.306337	41.2354
5	351	-8.306349	41.235386
5	352	-8.306359	41.23537
5	353	-8.30637	41.235355
5	354	-8.306381	41.23534
5	355	-8.306392	41.23533
5	356	-8.306402	41.235313
5	357	-8.306413	41.2353
5	358	-8.306424	41.235283
5	359	-8.306435	41.235268
5	360	-8.306445	41.235252
5	361	-8.306457	41.235237
5	362	-8.306467	41.23522
5	363	-8.306478	41.235207
5	364	-8.306489	41.23519
5	365	-8.3064995	41.235176
5	366	-8.30651	41.23516
5	367	-8.30652	41.235146
5	368	-8.306532	41.23513
5	369	-8.306542	41.235115
5	370	-8.306553	41.235104
5	371	-8.306564	41.23509
5	372	-8.306575	41.235073
5	373	-8.306585	41.235058
5	374	-8.306597	41.235043
5	375	-8.306607	41.235027
5	376	-8.306618	41.235012
5	377	-8.306628	41.234997
5	378	-8.30664	41.23498
5	379	-8.30665	41.234966
5	380	-8.306661	41.23495
5	381	-8.306672	41.234936
5	382	-8.306683	41.23492
5	383	-8.306693	41.234905
5	384	-8.306704	41.234894
5	385	-8.306715	41.23488
5	386	-8.3067255	41.234863
5	387	-8.306736	41.234848
5	388	-8.306747	41.234833
5	389	-8.306758	41.234818
5	390	-8.306768	41.234802
5	391	-8.30678	41.234787
5	392	-8.30679	41.23477
5	393	-8.306801	41.234756
5	394	-8.306811	41.23474
5	395	-8.306823	41.234726
